permalink,company,numEmps,category,city,state,fundedDate,raisedAmt,raisedCurrency,round
six-apart,Six Apart,150,web,San Francisco,CA,2003-04-23 12:00:00 -0400,600000,USD,a
weebly,Weebly,,web,San Francisco,CA,2007-05-01 12:00:00 -0400,650000,USD,seed
synthasite,Synthasite,26,web,San Francisco,CA,2007-11-01 12:00:00 -0400,5000000,USD,a
bittorrent,BitTorrent,29,web,San Francisco,CA,2005-09-01 12:00:00 -0400,8750000,USD,a
bittorrent,BitTorrent,29,web,San Francisco,CA,2006-12-01 12:00:00 -0500,25000000,USD,b
kongregate,Kongregate,16,web,San Francisco,CA,2007-03-01 12:00:00 -0500,1000000,USD,a
kongregate,Kongregate,16,web,San Francisco,CA,2007-08-01 12:00:00 -0400,5000000,USD,b
kongregate,Kongregate,16,web,San Francisco,CA,2008-04-01 12:00:00 -0400,3000000,USD,b
dancejam,DanceJam,0,web,San Francisco,CA,2007-05-01 12:00:00 -0400,1000000,USD,angel
dancejam,DanceJam,0,web,San Francisco,CA,2008-02-01 12:00:00 -0500,3500000,USD,a
fathomonline,Fathom Online,,web,San Francisco,CA,2004-07-01 12:00:00 -0400,6000000,USD,a
zivity,Zivity,16,web,San Francisco,CA,2007-08-01 12:00:00 -0400,1000000,USD,seed
zivity,Zivity,16,web,San Francisco,CA,2008-03-01 12:00:00 -0500,7000000,USD,b
bluelithium,BlueLithium,135,web,San Jose,CA,2005-02-01 12:00:00 -0500,11500000,USD,a
expresso,eXpresso,,web,Menlo Park,CA,2007-10-01 12:00:00 -0400,2000000,USD,a
doostang,Doostang,,web,Palo Alto,CA,2007-09-01 12:00:00 -0400,3500000,USD,a
docstoc,Docstoc,,web,Beverly Hills,CA,2007-11-01 12:00:00 -0400,750000,USD,a
docstoc,Docstoc,,web,Beverly Hills,CA,2008-04-28 12:00:00 -0400,3250000,USD,b
mevio,Mevio,,web,San Francisco,CA,2005-07-01 12:00:00 -0400,8900000,USD,a
mevio,Mevio,,web,San Francisco,CA,2006-09-01 12:00:00 -0400,15000000,USD,b
mevio,Mevio,,web,San Francisco,CA,2008-07-09 12:00:00 -0400,15000000,USD,c
purevideo,PureVideo Networks,,web,Los Angeles,CA,2005-12-01 12:00:00 -0500,5600000,USD,a
purevideo,PureVideo Networks,,web,Los Angeles,CA,2007-09-01 12:00:00 -0400,2850000,USD,b
filmloop,FilmLoop,,web,Menlo Park,CA,2005-02-01 12:00:00 -0500,5600000,USD,a
bitpass,BitPass,,web,Mountain View,CA,2003-07-01 12:00:00 -0400,1500000,USD,a
bitpass,BitPass,,web,Mountain View,CA,2004-09-01 12:00:00 -0400,11800000,USD,b
art-com,Art.com,500,web,Emeryville,CA,2005-02-01 12:00:00 -0500,30000000,USD,a
atomshockwave,Atom Shockwave,,web,San Francisco,CA,2001-03-01 12:00:00 -0500,22900000,USD,a
cinemanow,CinemaNow,,web,Marina Del Rey,CA,2004-07-01 12:00:00 -0400,11000000,USD,a
digitalchocolate,Digital Chocolate,,web,San Mateo,CA,2003-12-01 12:00:00 -0500,8400000,USD,a
digitalchocolate,Digital Chocolate,,web,San Mateo,CA,2003-12-01 12:00:00 -0500,13000000,USD,b
eharmony,eHarmony,,web,Pasadena,CA,"",3000000,USD,a
eharmony,eHarmony,,web,Pasadena,CA,2004-11-01 12:00:00 -0500,110000000,USD,b
friendster,Friendster,465,web,San Francisco,CA,2002-12-01 12:00:00 -0500,2400000,USD,a
friendster,Friendster,465,web,San Francisco,CA,2003-10-01 12:00:00 -0400,13000000,USD,b
friendster,Friendster,465,web,San Francisco,CA,2006-08-01 12:00:00 -0400,10000000,USD,c
friendster,Friendster,465,web,San Francisco,CA,2008-08-05 12:00:00 -0400,20000000,USD,d
greystripe,Greystripe,,web,San Francisco,CA,2007-05-01 12:00:00 -0400,8900000,USD,b
slingmedia,Sling Media,,web,Foster City,CA,2004-11-01 12:00:00 -0500,10500000,USD,a
slingmedia,Sling Media,,web,Foster City,CA,2005-07-01 12:00:00 -0400,4000000,USD,a
trulia,Trulia,,web,San Francisco,CA,2005-12-01 12:00:00 -0500,5700000,USD,b
trulia,Trulia,,web,San Francisco,CA,2007-05-01 12:00:00 -0400,10000000,USD,c
trulia,Trulia,,web,San Francisco,CA,2005-09-01 12:00:00 -0400,2100000,USD,a
trulia,Trulia,,web,San Francisco,CA,2008-07-10 12:00:00 -0400,15000000,USD,d
lendingclub,Lending Club,,web,Sunnyvale,CA,2007-05-01 12:00:00 -0400,2000000,USD,angel
lendingclub,Lending Club,,web,Sunnyvale,CA,2007-08-01 12:00:00 -0400,10260000,USD,a
tubemogul,tubemogul,15,web,Emeryville,CA,2008-02-07 12:00:00 -0500,1500000,USD,a
gemini,Gemini,,web,San Mateo,CA,2007-03-01 12:00:00 -0500,20000000,USD,a
gemini,Gemini,,web,San Mateo,CA,2007-05-01 12:00:00 -0400,5000000,USD,b
multiverse,Multiverse,,web,Mountain View,CA,2007-05-01 12:00:00 -0400,4175000,USD,a
multiverse,Multiverse,,web,Mountain View,CA,2007-04-17 12:00:00 -0400,850000,USD,angel
limelife,LimeLife,,mobile,Menlo Park,CA,2006-03-28 12:00:00 -0500,10000000,USD,b
limelife,LimeLife,,mobile,Menlo Park,CA,2005-08-01 12:00:00 -0400,5000000,USD,a
limelife,LimeLife,,mobile,Menlo Park,CA,2007-05-24 12:00:00 -0400,3900000,USD,b
opentable,OpenTable,,web,San Francisco,CA,1999-05-01 12:00:00 -0400,2000000,USD,a
opentable,OpenTable,,web,San Francisco,CA,"",10000000,USD,b
opentable,OpenTable,,web,San Francisco,CA,"",36000000,USD,c
rooftopcomedy,RooftopComedy,20,web,San Francisco,CA,2007-05-01 12:00:00 -0400,2500000,USD,a
federatedmedia,Federated Media,,web,Sausalito,CA,2007-08-01 12:00:00 -0400,4500000,USD,b
federatedmedia,Federated Media,,web,Sausalito,CA,2008-04-01 12:00:00 -0400,50000000,USD,c
deliveryagent,Delivery Agent,,web,San Francisco,CA,2007-05-01 12:00:00 -0400,18500000,USD,c
deliveryagent,Delivery Agent,,web,San Francisco,CA,2006-05-17 12:00:00 -0400,11000000,USD,b
deliveryagent,Delivery Agent,,web,San Francisco,CA,2005-03-29 12:00:00 -0500,5500000,USD,a
reunion,Reunion,100,web,Los Angeles,CA,2007-04-01 12:00:00 -0400,25000000,USD,a
mixercast,Mixercast,,web,San Mateo,CA,2005-05-01 12:00:00 -0400,2600000,USD,a
mixercast,Mixercast,,web,San Mateo,CA,2008-01-01 12:00:00 -0500,6000000,USD,b
mtraks,mTraks,,web,San Diego,CA,2007-05-01 12:00:00 -0400,550000,USD,angel
xora,Xora,,web,Mountain View,CA,2001-05-01 12:00:00 -0400,7000000,USD,a
xora,Xora,,web,Mountain View,CA,2003-02-01 12:00:00 -0500,4000000,USD,b
xora,Xora,,web,Mountain View,CA,2007-06-01 12:00:00 -0400,4000000,USD,debt_round
ooyala,Ooyala,,web,Mountain View,CA,2008-01-01 12:00:00 -0500,8500000,USD,b
saynow,SayNow,14,web,Palo Alto,CA,2007-09-01 12:00:00 -0400,7500000,USD,a
crunchyroll,Crunchyroll,,web,San Francsico,CA,2008-02-01 12:00:00 -0500,4050000,USD,a
circleup,CircleUp,19,web,Newport Beach,CA,2007-06-01 12:00:00 -0400,3000000,USD,a
pixsense,PixSense,,web,Santa Clara,CA,2006-12-01 12:00:00 -0500,5400000,USD,a
pixsense,PixSense,,web,Santa Clara,CA,2007-06-01 12:00:00 -0400,2000000,USD,b
danal,Danal,,web,San Jose,CA,2007-06-01 12:00:00 -0400,9500000,USD,a
hulu,hulu,,web,Los Angeles,CA,2007-08-01 12:00:00 -0400,100000000,USD,a
ourstory,OurStory,,web,Mountain View,CA,2006-01-01 12:00:00 -0500,6300000,USD,a
specificmedia,Specificmedia,,web,Ir vine,CA,2006-06-01 12:00:00 -0400,10000000,USD,a
specificmedia,Specificmedia,,web,Ir vine,CA,2007-11-01 12:00:00 -0400,100000000,USD,b
admob,AdMob,,web,San Mateo,CA,2007-03-01 12:00:00 -0500,15000000,USD,b
mysql,MySQL,,web,Cupertino,CA,2006-02-01 12:00:00 -0500,18500000,USD,c
mysql,MySQL,,web,Cupertino,CA,2003-06-01 12:00:00 -0400,19500000,USD,b
attributor,Attributor,0,web,Redwood City,CA,2006-01-28 12:00:00 -0500,2000000,USD,a
attributor,Attributor,0,web,Redwood City,CA,2008-04-02 12:00:00 -0400,12000000,USD,c
attributor,Attributor,0,web,Redwood City,CA,2006-12-18 12:00:00 -0500,8000000,USD,b
socialmedia,Social Media,15,web,Palo Alto,CA,2007-09-01 12:00:00 -0400,500000,USD,a
socialmedia,Social Media,15,web,Palo Alto,CA,2007-10-01 12:00:00 -0400,3500000,USD,b
demandmedia,Demand Media,,web,Santa Monica,CA,2006-05-01 12:00:00 -0400,120000000,USD,a
demandmedia,Demand Media,,web,Santa Monica,CA,2006-09-01 12:00:00 -0400,100000000,USD,b
demandmedia,Demand Media,,web,Santa Monica,CA,2007-09-01 12:00:00 -0400,100000000,USD,c
demandmedia,Demand Media,,web,Santa Monica,CA,2008-03-24 12:00:00 -0400,35000000,USD,d
tripit,TripIt,8,web,San Francisco,CA,2007-04-01 12:00:00 -0400,1000000,USD,seed
pubmatic,PubMatic,35,web,Palo Alto,CA,2008-01-01 12:00:00 -0500,7000000,USD,a
mint,Mint,22,web,Mountain View,CA,2007-10-01 12:00:00 -0400,4700000,USD,a
mint,Mint,22,web,Mountain View,CA,2006-10-01 12:00:00 -0400,325000,USD,seed
mint,Mint,22,web,Mountain View,CA,2008-03-05 12:00:00 -0500,12000000,USD,b
app2you,app2you,4,web,La Jolla,CA,2007-11-20 12:00:00 -0500,255000,USD,angel
app2you,app2you,4,web,La Jolla,CA,2006-10-01 12:00:00 -0400,177000,USD,angel
yourstreet,YourStreet,6,web,San Francisco,CA,2006-10-01 12:00:00 -0400,250000,USD,angel
tagworld,Tagworld,,web,Santa Monica,CA,2006-03-01 12:00:00 -0500,7500000,USD,a
tagworld,Tagworld,,web,Santa Monica,CA,2006-12-01 12:00:00 -0500,40000000,USD,b
rotohog,RotoHog,,web,Inglewood,CA,2007-08-01 12:00:00 -0400,6000000,USD,a
thisnext,ThisNext,0,web,Santa Monica,CA,2008-01-01 12:00:00 -0500,5000000,USD,b
thisnext,ThisNext,0,web,Santa Monica,CA,2006-01-01 12:00:00 -0500,2500000,USD,a
chesspark,ChessPark,,web,West Palm Beach,CA,2007-07-01 12:00:00 -0400,1000000,USD,angel
break,Break,,web,Beverly Hills,CA,2007-07-01 12:00:00 -0400,21400000,USD,a
musestorm,MuseStorm,,web,Sunnyvale,CA,2007-07-01 12:00:00 -0400,1000000,USD,a
mediamachines,Media Machines,,web,San Francisco,CA,2007-08-01 12:00:00 -0400,9400000,USD,a
mig33,Ciihui,,web,Burlingame,CA,2007-05-01 12:00:00 -0400,10000000,USD,a
mig33,Ciihui,,web,Burlingame,CA,2008-01-01 12:00:00 -0500,13500000,USD,b
aliph,Aliph,,web,San Francisco,CA,2007-07-01 12:00:00 -0400,5000000,USD,a
mego,mEgo,15,web,Los Angeles,CA,2006-05-01 12:00:00 -0400,1100000,USD,angel
mego,mEgo,15,web,Los Angeles,CA,2007-07-01 12:00:00 -0400,2000000,USD,angel
realius,Realius,3,web,Berkeley,CA,2007-05-01 12:00:00 -0400,500000,USD,angel
xobni,Xobni,0,software,San Francisco,CA,2006-06-01 12:00:00 -0400,12000,USD,seed
xobni,Xobni,0,software,San Francisco,CA,2006-11-01 12:00:00 -0500,80000,USD,angel
xobni,Xobni,0,software,San Francisco,CA,2007-03-01 12:00:00 -0500,4260000,USD,a
spoke,Spoke,0,web,San Mateo,CA,2003-11-18 12:00:00 -0500,11700000,USD,c
spoke,Spoke,0,web,San Mateo,CA,2003-04-24 12:00:00 -0400,9200000,USD,b
fixya,FixYa,30,web,San Mateo,CA,2007-01-01 12:00:00 -0500,2000000,USD,a
fixya,FixYa,30,web,San Mateo,CA,2008-03-18 12:00:00 -0400,6000000,USD,b
mozilla,Mozilla,150,web,Mountain View,CA,2003-07-15 12:00:00 -0400,2000000,USD,unattributed
brightqube,BrightQube,0,web,Carlsbad,CA,2007-05-01 12:00:00 -0400,200000,USD,angel
buzzdash,BuzzDash,0,web,Marina del Rey,CA,2006-09-01 12:00:00 -0400,1200000,USD,angel
urbanmapping,Urban Mapping,9,web,San Francisco,CA,2006-05-01 12:00:00 -0400,400000,USD,seed
consortemedia,Consorte Media,0,web,San Francisco,CA,2007-12-01 12:00:00 -0500,7000000,USD,b
ffwd,ffwd,,web,San Francisco,CA,2007-08-01 12:00:00 -0400,1700000,USD,a
satisfaction,Get Satisfaction,,web,San Francisco,CA,2007-09-01 12:00:00 -0400,1300000,USD,a
ringcentral,RingCentral,,web,Redwood City,CA,2007-09-01 12:00:00 -0400,12000000,USD,a
ringcentral,RingCentral,,web,Redwood City,CA,2008-02-01 12:00:00 -0500,12000000,USD,b
3jam,3Jam,,web,Menlo Park,CA,2007-07-01 12:00:00 -0400,4000000,USD,a
playspan,PlaySpan,,web,Santa Clara,CA,2007-09-01 12:00:00 -0400,6500000,USD,a
grouply,Grouply,6,web,Redwood City,CA,2007-06-01 12:00:00 -0400,935000,USD,angel
grouply,Grouply,6,web,Redwood City,CA,2008-01-01 12:00:00 -0500,365000,USD,angel
grouply,Grouply,6,web,Redwood City,CA,2008-01-14 12:00:00 -0500,1300000,USD,a
graspr,Graspr,,web,Sunnyvale,CA,2008-07-10 12:00:00 -0400,2500000,USD,a
zannel,Zannel,,web,San Francisco,CA,2008-06-02 12:00:00 -0400,10000000,USD,b
deca-tv,deca.tv,,web,Santa Monica,CA,2007-09-01 12:00:00 -0400,5000000,USD,a
zimbra,Zimbra,,web,San Mateo,CA,2006-04-01 12:00:00 -0500,14500000,USD,c
friendfeed,FriendFeed,,web,Mountain View,CA,2008-02-26 12:00:00 -0500,5000000,USD,a
rupture,Rupture,15,web,San Francisco,CA,2007-07-01 12:00:00 -0400,3000000,USD,angel
jibjab,JibJab,,web,Santa Monica,CA,2007-10-01 12:00:00 -0400,3000000,USD,b
rubiconproject,Rubicon Project,,web,Los Angeles,CA,2007-10-01 12:00:00 -0400,4000000,USD,a
rubiconproject,Rubicon Project,,web,Los Angeles,CA,2007-10-01 12:00:00 -0400,2000000,USD,debt_round
rubiconproject,Rubicon Project,,web,Los Angeles,CA,2008-01-28 12:00:00 -0500,15000000,USD,b
snaplayout,SnapLayout,,web,San Francisco,CA,2007-05-01 12:00:00 -0400,650000,USD,a
confabb,Confabb,,web,,CA,2007-08-01 12:00:00 -0400,200000,USD,angel
uptake,UpTake,,web,Palo Alto,CA,2007-12-18 12:00:00 -0500,4000000,USD,a
23andme,23andMe,30,web,Mountain View,CA,2007-05-01 12:00:00 -0400,9000000,USD,a
yume,YuMe,,web,Redwood City,CA,2007-10-01 12:00:00 -0400,9000000,USD,b
mochimedia,Mochi Media,,web,San Francisco,CA,2008-03-12 12:00:00 -0400,4000000,USD,a
mochimedia,Mochi Media,,web,San Francisco,CA,2008-06-18 12:00:00 -0400,10000000,USD,b
blurb,Blurb,,web,San Francisco,CA,2006-10-01 12:00:00 -0400,12000000,USD,b
weatherbill,WeatherBill,,web,San Francisco,CA,2007-10-01 12:00:00 -0400,12600000,USD,a
automattic,Automattic,20,web,San Francisco,CA,2005-07-01 12:00:00 -0400,1100000,USD,a
automattic,Automattic,20,web,San Francisco,CA,2008-01-01 12:00:00 -0500,29500000,USD,b
twine,Radar Networks,,web,San Francisco,CA,2006-04-01 12:00:00 -0500,5000000,USD,a
twine,Radar Networks,,web,San Francisco,CA,2008-02-01 12:00:00 -0500,13000000,USD,b
veodia,Veodia,15,web,San Mateo,CA,2008-05-12 12:00:00 -0400,8300000,USD,a
echosign,EchoSign,,web,Palo Alto,CA,2007-10-01 12:00:00 -0400,6000000,USD,a
rollbase,Rollbase,0,web,Mountain View,CA,2007-08-01 12:00:00 -0400,400000,USD,angel
predictify,Predictify,6,web,Redwood City,CA,2008-03-25 12:00:00 -0400,4300000,USD,a
trialpay,TrialPay,50,web,San Francisco,CA,2008-02-01 12:00:00 -0500,12700000,USD,b
socializr,Socializr,,web,San Francisco,CA,2007-09-01 12:00:00 -0400,1500000,USD,a
eurekster,Eurekster,0,web,,CA,2004-12-01 12:00:00 -0500,1350000,USD,a
eurekster,Eurekster,0,web,,CA,2007-03-13 12:00:00 -0400,5500000,USD,b
gydget,Gydget,,web,San Francisco,CA,2006-08-01 12:00:00 -0400,1000000,USD,a
pickspal,PicksPal,,web,Mountain View,CA,2007-10-01 12:00:00 -0400,3000000,USD,c
gigya,Gigya,,web,Palo Alto,CA,2007-02-01 12:00:00 -0500,3000000,USD,a
gigya,Gigya,,web,Palo Alto,CA,2008-03-09 12:30:00 -0400,9500000,USD,b
songbird,Songbird,,web,San Francisco,CA,2006-12-01 12:00:00 -0500,8000000,USD,seed
guardiananalytics,Guardian Analytics,,web,Los Altos,CA,2007-10-01 12:00:00 -0400,4500000,USD,b
fora-tv,Fora.TV,,web,San Francisco,CA,2007-10-01 12:00:00 -0400,4000000,USD,a
disqus,Disqus,3,web,San Francisco,CA,2008-03-18 12:00:00 -0400,500000,USD,a
sezwho,SezWho,9,web,Los Altos,CA,2007-10-01 12:00:00 -0400,1000000,USD,a
yieldbuild,YieldBuild,,web,San Francisco,CA,2008-03-03 12:00:00 -0500,6000000,USD,b
akimbo,Akimbo,,web,San Mateo,CA,2006-06-01 12:00:00 -0400,15500000,USD,c
akimbo,Akimbo,,web,San Mateo,CA,2004-07-01 12:00:00 -0400,12000000,USD,b
akimbo,Akimbo,,web,San Mateo,CA,2003-06-01 12:00:00 -0400,4200000,USD,seed
akimbo,Akimbo,,web,San Mateo,CA,2008-02-29 12:00:00 -0500,8000000,USD,d
laszlosystems,Laszlo Systems,60,software,San Mateo,CA,2008-03-06 12:00:00 -0500,14600000,USD,c
laszlosystems,Laszlo Systems,60,software,San Mateo,CA,2005-04-15 12:00:00 -0400,6250000,USD,b
brightroll,BrightRoll,,web,San Francisco,CA,2007-10-01 12:00:00 -0400,5000000,USD,b
merchantcircle,MerchantCircle,10,web,Los Altos,CA,2007-09-01 12:00:00 -0400,10000000,USD,b
minekey,Minekey,,web,Sunnyvale,CA,2007-08-01 12:00:00 -0400,3000000,USD,a
bookingangel,Booking Angel,,web,Hollywood,CA,2007-08-01 12:00:00 -0400,100000,USD,angel
loopt,Loopt,,web,Mountain View,CA,2005-06-01 12:00:00 -0400,6000,USD,seed
loopt,Loopt,,web,Mountain View,CA,2007-07-23 12:00:00 -0400,8250000,USD,b
fix8,Fix8,,web,Sherman Oaks,CA,2007-10-01 12:00:00 -0400,3000000,USD,a
fix8,Fix8,,web,Sherman Oaks,CA,2008-04-03 12:00:00 -0400,2000000,USD,b
mybuys,MyBuys,,web,Redwood Shores,CA,2007-02-21 12:00:00 -0500,2800000,USD,a
mybuys,MyBuys,,web,Redwood Shores,CA,2007-10-08 12:00:00 -0400,10000000,USD,b
blackarrow,BlackArrow,35,web,San Mateo,CA,2007-10-01 12:00:00 -0400,12000000,USD,b
blackarrow,BlackArrow,35,web,San Mateo,CA,2006-11-01 12:00:00 -0500,14750000,USD,a
peerflix,Peerflix,,web,Palo Alto,CA,2005-10-01 12:00:00 -0400,8000000,USD,b
peerflix,Peerflix,,web,Palo Alto,CA,2005-03-01 12:00:00 -0500,2000000,USD,a
fatdoor,fatdoor,,web,Palo Alto,CA,2007-11-01 12:00:00 -0400,5500000,USD,a
fatdoor,fatdoor,,web,Palo Alto,CA,2007-02-01 12:00:00 -0500,1000000,USD,angel
fatdoor,fatdoor,,web,Palo Alto,CA,2007-05-01 12:00:00 -0400,500000,USD,debt_round
verimatrix,Verimatrix,100,web,San Diego,CA,2006-06-01 12:00:00 -0400,8000000,USD,b
verimatrix,Verimatrix,100,web,San Diego,CA,2007-10-01 12:00:00 -0400,5000000,USD,c
billeo,Billeo,,web,Santa Clara,CA,2007-11-01 12:00:00 -0400,7000000,USD,b
billeo,Billeo,,web,Santa Clara,CA,2006-04-01 12:00:00 -0500,4000000,USD,a
caring-com,Caring.com,,web,San Mateo,CA,2007-09-01 12:00:00 -0400,6000000,USD,a
ask-com,Ask.com,475,web,Oakland,CA,1999-03-01 12:00:00 -0500,25000000,USD,a
projectplaylist,Project Playlist,,web,Palo Alto,CA,2007-09-01 12:00:00 -0400,3000000,USD,a
blowtorch,Blowtorch,,web,Sausalito,CA,2007-11-01 12:00:00 -0400,50000000,USD,a
gamelayers,GameLayers,,web,San Francisco,CA,2007-10-01 12:00:00 -0400,500000,USD,seed
mogreet,MoGreet,,web,Venice,CA,2007-08-01 12:00:00 -0400,1200000,USD,a
mogreet,MoGreet,,web,Venice,CA,2008-06-20 12:00:00 -0400,2500000,USD,b
yourtrumanshow,YourTrumanShow,,web,San Francisco,CA,2006-12-01 12:00:00 -0500,1300000,USD,angel
apprema,Apprema,,web,Sunnyvale,CA,2007-11-01 12:00:00 -0400,800000,USD,debt_round
trustedid,TrustedID,100,web,Redwood City,CA,2007-01-01 12:00:00 -0500,5000000,USD,a
trustedid,TrustedID,100,web,Redwood City,CA,2007-10-18 12:00:00 -0400,10000000,USD,b
seeqpod,Seeqpod,25,web,Emeryville,CA,2008-04-01 12:00:00 -0400,7000000,USD,angel
quantenna,Quantenna,,web,Sunnyvale,CA,2007-11-01 12:00:00 -0400,12700000,USD,b
qwaq,Qwaq,,web,Palo Alto,CA,2007-11-01 12:00:00 -0400,7000000,USD,b
uber,uber,24,web,Beverly Hills,CA,2008-05-26 12:00:00 -0400,7600000,USD,b
cashview,CashView,,web,Palo Alto,CA,2007-09-01 12:00:00 -0400,6500000,USD,b
crossloop,CrossLoop,8,web,Monterey,CA,2007-12-01 12:00:00 -0500,3000000,USD,a
dapper,Dapper,20,web,San Francisco,CA,2007-12-01 12:00:00 -0500,3000000,USD,a
anchorintelligence,Anchor Intelligence,,web,Mountain View,CA,2007-01-01 12:00:00 -0500,2000000,USD,a
anchorintelligence,Anchor Intelligence,,web,Mountain View,CA,2007-09-01 12:00:00 -0400,4000000,USD,b
edgecast,EdgeCast,30,web,Los Angeles,CA,2007-12-01 12:00:00 -0500,6000000,USD,b
edgecast,EdgeCast,30,web,Los Angeles,CA,2007-06-01 12:00:00 -0400,4000000,USD,a
kosmix,Kosmix,,web,Mountain View,CA,2007-12-01 12:00:00 -0500,10000000,USD,c
goodreads,GoodReads,,web,Santa Monica,CA,2007-11-01 12:00:00 -0400,750000,USD,angel
ribbit,Ribbit,28,web,Mountain View,CA,2007-12-01 12:00:00 -0500,10000000,USD,b
ribbit,Ribbit,28,web,Mountain View,CA,2006-10-01 12:00:00 -0400,3000000,USD,a
jobvite,Jobvite,,web,San Francisco,CA,2007-12-01 12:00:00 -0500,7200000,USD,a
juicewireless,Juice Wireless,,web,Los Angeles,CA,2005-04-01 12:00:00 -0500,500000,USD,a
juicewireless,Juice Wireless,,web,Los Angeles,CA,2006-01-01 12:00:00 -0500,1500000,USD,a
juicewireless,Juice Wireless,,web,Los Angeles,CA,2006-07-01 12:00:00 -0400,4000000,USD,a
juicewireless,Juice Wireless,,web,Los Angeles,CA,2007-03-01 12:00:00 -0500,3300000,USD,b
juicewireless,Juice Wireless,,web,Los Angeles,CA,2007-12-01 12:00:00 -0500,6000000,USD,c
qik,Qik,22,web,Foster City,CA,2008-04-09 12:00:00 -0400,3000000,USD,b
playfirst,PlayFirst,,web,San Francisco,CA,2007-12-01 12:00:00 -0500,16500000,USD,c
playfirst,PlayFirst,,web,San Francisco,CA,2006-01-01 12:00:00 -0500,5000000,USD,b
mobissimo,Mobissimo,15,web,San Francisco,CA,2004-04-01 12:00:00 -0500,1000000,USD,seed
chumby,Chumby,20,hardware,San Diego,CA,2006-12-01 12:00:00 -0500,5000000,USD,a
chumby,Chumby,20,hardware,San Diego,CA,2008-03-31 00:00:00 -0400,12500000,USD,b
ugobe,UGOBE,,web,Emeryville,CA,2006-10-01 12:00:00 -0400,8000000,USD,b
ausra,Ausra,4,web,Palo Alto,CA,2007-09-01 12:00:00 -0400,40000000,USD,a
causes,Causes,,web,Berkeley,CA,2007-01-01 12:00:00 -0500,2350000,USD,a
causes,Causes,,web,Berkeley,CA,2008-03-01 12:00:00 -0500,5000000,USD,b
nanosolar,Nanosolar,,web,San Jose,CA,2005-05-01 12:00:00 -0400,20000000,USD,b
nanosolar,Nanosolar,,web,San Jose,CA,2006-06-01 12:00:00 -0400,75000000,USD,c
shozu,Shozu,,web,San Francisco,CA,2005-05-01 12:00:00 -0400,12000000,USD,b
shozu,Shozu,,web,San Francisco,CA,2008-01-29 12:00:00 -0500,12000000,USD,c
tesla-motors,Tesla Motors,270,hardware,San Carlos,CA,2006-05-01 12:00:00 -0400,40000000,USD,c
tesla-motors,Tesla Motors,270,hardware,San Carlos,CA,2007-05-01 12:00:00 -0400,45000000,USD,d
tesla-motors,Tesla Motors,270,hardware,San Carlos,CA,2004-04-01 12:00:00 -0500,7500000,USD,a
tesla-motors,Tesla Motors,270,hardware,San Carlos,CA,2005-02-01 12:00:00 -0500,13000000,USD,b
tesla-motors,Tesla Motors,270,hardware,San Carlos,CA,2008-02-08 12:00:00 -0500,40000000,USD,e
bunchball,Bunchball,,web,Redwood City,CA,2006-10-01 12:00:00 -0400,2000000,USD,a
bunchball,Bunchball,,web,Redwood City,CA,2008-04-13 12:00:00 -0400,4000000,USD,b
pinger,Pinger,,web,San Jose,CA,2006-12-01 12:00:00 -0500,8000000,USD,b
hooja,Hooja,,web,Palo Alto,CA,2007-12-01 12:00:00 -0500,1250000,USD,seed
travelmuse,TravelMuse,11,web,Los Altos,CA,2007-05-01 12:00:00 -0400,3000000,USD,a
cooking-com,Cooking.com,,web,Santa Monica,CA,2008-01-01 12:00:00 -0500,7000000,USD,debt_round
cooking-com,Cooking.com,,web,Santa Monica,CA,"",35000000,USD,e
cooking-com,Cooking.com,,web,Santa Monica,CA,1999-04-01 12:00:00 -0500,16000000,USD,b
cooking-com,Cooking.com,,web,Santa Monica,CA,1999-10-01 12:00:00 -0400,30000000,USD,c
meraki,Meraki,,web,Mountain View,CA,2007-02-01 12:00:00 -0500,5000000,USD,a
meraki,Meraki,,web,Mountain View,CA,2008-01-01 12:00:00 -0500,20000000,USD,b
sugarcrm,SugarCRM,,web,Cupertino,CA,2008-01-01 12:00:00 -0500,14500000,USD,d
sugarcrm,SugarCRM,,web,Cupertino,CA,2005-10-01 12:00:00 -0400,18770000,USD,c
sugarcrm,SugarCRM,,web,Cupertino,CA,2004-08-01 12:00:00 -0400,2000000,USD,a
sugarcrm,SugarCRM,,web,Cupertino,CA,2005-02-01 12:00:00 -0500,5750000,USD,b
puddingmedia,Pudding Media,11,software,San Jose,CA,2008-01-01 12:00:00 -0500,8000000,USD,a
4homemedia,4HomeMedia,10,web,Sunnyvale,CA,2007-01-01 12:00:00 -0500,2850000,USD,a
pageonce,Pageonce,,web,Palo Alto,CA,2008-01-01 12:00:00 -0500,1500000,USD,a
bluepulse,bluepulse,0,web,San Mateo,CA,2007-04-01 12:00:00 -0400,6000000,USD,a
mogad,Mogad,2,web,San Francisco,CA,2007-08-01 12:00:00 -0400,500000,USD,a
devicevm,DeviceVM,,web,San Jose,CA,2006-08-01 12:00:00 -0400,10000000,USD,a
devicevm,DeviceVM,,web,San Jose,CA,2007-10-01 12:00:00 -0400,10000000,USD,b
outspark,Outspark,,web,San Francisco,CA,2007-04-11 12:00:00 -0400,4000000,USD,a
outspark,Outspark,,web,San Francisco,CA,2008-01-01 12:00:00 -0500,11000000,USD,b
engineyard,Engine Yard,60,web,San Francisco,CA,2008-01-01 12:00:00 -0500,3500000,USD,a
